,link,color,status,name,resolution,screensize,screentech,cpu,rom,ram,gpu,size,rear_cam,front_cam,sim,tech,wifi,bluetooth,weigth,os,port,price
99,https://mac24h.vn/mr962-macbook-pro-15-inch-2018-256gb-sliver-99.html,,new,Macbook Pro 15 inch 2018,3072 x 1920,16,retina,Hãng không công bố Intel Core i9 Coffee Lake 2.60 GHz,,,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),35.990.000
100,https://mac24h.vn/openboxmacbook-pro-m1-13-inch-2020-apple-m1-8-core-cpu-8gb-256gb-ssd-myd82-myda2.html,,new,Macbook Pro M1 13 inch 2020,3072 x 1920,16,retina,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),26.990.000
101,https://mac24h.vn/openbox-macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-1000gb-mwp82-mwp52.html,,new,Macbook Pro 13 inch 2020,3072 x 1920,16,retina,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),36.700.000
102,https://mac24h.vn/openboxmacbook-air-2020-13-inch-core-i3-8gb-256gb-mwtj2-mwtl2-mwtk2.html,,new,Macbook Air 2020,1560 x 1600,13,retina,"Intel Iris Plus Graphics , Retina display with True Tone",,8GB 3733MHz LPDDR4X memory,card onboard,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Thunderbolt,19.900.000
103,https://mac24h.vn/openboxmacbook-air-m1-13-inch-2020-apple-m1-8-core-cpu-8gb-256gb-ssd-mgn63-mgn93-mgnd3.html,,new,Macbook Air M1 13 inch 2020,2880 x 1800,15,retina,"Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine",,8GB unified memory,Intel Iris Plus 655,349.3 x 240.7 x 15.5,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,"1,83",MacOS,Thunderbolt,23.200.000
104,https://mac24h.vn/macbook-pro-16-inch-2.6ghz-6-core-i7-512gb-ssd-radeon-pro-5300m-mvvj2-mvvl2-openbox.html,,,"【OpenBox】Macbook Pro 16 inch 2.6GHz 6-Core I7 512GB SSD Radeon Pro 5300M ( MVVJ2 , MVVL2 )",,,,2.6GHz 6-core 9th-generation Intel Core i7 processor,,16GB 2666MHz DDR4 memory,,,,,,,,,,,,46.500.000
105,https://mac24h.vn/sale-new-99-macbook-pro-16-inch-2.4ghz-8-core-i9-64gb-512gb-ssd-radeon-pro-5500m-8gb.html,,,【Sale New 99%】  Macbook Pro 16 inch 2.4GHz 8-Core I9 64GB  512GB SSD Radeon Pro 5500M 8GB,,,,"2.4GHz 8‑core 9th‑generation Intel Core i9 processor, Turbo Boost up to 4.8GHz",,AMD Radeon Pro 5500M with 8GB of GDDR6 memory,,,,,,,,,,,,72.900.000
106,https://mac24h.vn/macbook-pro-m1-13-inch-2020-apple-m1-8-core-cpu-8gb-512gb-ssd-myd92-mydc2-openbox.html,,new,Macbook Pro M1 13 inch 2020,3072 x 1920,16,retina,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),31.900.000
107,https://mac24h.vn/openbox-macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-512gb-mwp42-mwp72.html,,new,Macbook Pro 13 inch 2020,3072 x 1920,16,retina,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),34.500.000
108,https://mac24h.vn/new-99-fullbox-macbook-air-2020-13-inch-core-i5-8gb-512gb-mvh52-gold.html,,new,Macbook Air 2020,1560 x 1600,13,retina,Intel Iris Plus Graphics & Retina display with True Tone,,8GB 3733MHz LPDDR4X memory,card onboard,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Thunderbolt,23.500.000
109,https://mac24h.vn/new-99-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-512gb-ssd.html,,new,Macbook Pro 13 inch 2020,3072 x 1920,16,retina,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),38.900.000
110,https://mac24h.vn/macbook-pro-13-inch-2020-apple-m1-8-core-cpu-8gb-512gb-ssd-myd92-mydc2.html,,new,Macbook Pro M1 13 inch 2020,3072 x 1920,16,retina,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),35.900.000
111,https://mac24h.vn/mr942-macbook-pro-15-inch-2018-6-core-i7-32gb-512gb-ssd-new-99.html,,new,Macbook Pro 15 inch 2018,3072 x 1920,16,retina,Hãng không công bố Intel Core i9 Coffee Lake 2.60 GHz,,,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),38.700.000
112,https://mac24h.vn/macbook-pro-retina-2015-mjlq2-15inch-99.html,,,Macbook Pro Retina 15'' -2015,,,,"
	- Graphics: Integrated Intel Iris Graphics",,"
	- RAM: 16 GB 1600MHz DDR3L",,,,,,,,,,,,17.700.000
113,https://mac24h.vn/2nd-macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-512gb-mwp42-mwp72.html,,new,Macbook Pro 13 inch 2020,3072 x 1920,16,retina,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),31.800.000
114,https://mac24h.vn/mr942-macbook-pro-15-inch-2018-6-core-i7-16gb-512gb-ssd-new-99.html,,new,Macbook Pro 15 inch 2018,3072 x 1920,16,retina,Hãng không công bố Intel Core i9 Coffee Lake 2.60 GHz,,,card onboard,357.9 mm x 245.9 mm,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,2.0 kg,MacOS,4 x Thunderbolt 3 (USB-C),36.800.000
115,https://macone.vn/macbook-pro-2020-13-inch-myd92-mydc2-apple-m1-8gb-ram-512gb-ssd-new/,,new,MacBook Pro 2020,1560 x 1600,13,13-inch Retina display with True Tone,Undefinded,,,8-core GPU,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,35.790.000 
116,https://macone.vn/macbook-pro-2020-13-inch-myd92-mydc2-apple-m1-8gb-ram-512gb-ssd-like-new/,,new,MacBook Pro 2020,1560 x 1600,13,13-inch Retina display with True Tone,Undefinded,,,8-core GPU,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,31.300.000 
117,https://macone.vn/macbook-pro-2020-13-inch-myd82-myda2-apple-m1-8gb-ram-256gb-ssd-new/,,new,MacBook Pro 2020,1560 x 1600,13,13-inch Retina display with True Tone,Undefinded,,,8-core GPU,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 ports,30.990.000 
118,https://macone.vn/macbook-air-2020-13-inch-core-i7-256gb-16gb-ram-likenew/,,new,MacBook Air 2020,1560 x 1600,13,"13.3 inch, Retina (2560 x 1600 pixels)",Undefinded,,,Intel Iris Plus Graphics,undefined,720p FaceTime HD camera,No,No,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,1.3,MacOS,Two Thunderbolt 3 (USB-C),25.500.000 
